soc,readiness,distance,title,employment,wage,wage_gain,wage_gain_pct
51-9197,42.2018856280442,1.499940866461508,Tire Builders,20770,57390.0,5800.0,10.10629029447639
51-9198,40.13169032040407,1.5536652928935395,Helpers--Production Workers,165700,39070.0,24120.0,61.73534681341182
53-1041,67.2135829277749,0.8508527893315354,Aircraft Cargo Handling Supervisors,9760,58170.0,5020.0,8.629877943957366
53-2011,59.274782028938446,1.056875633298983,"Airline Pilots, Copilots, and Flight Engineers",103560,232140.0,-168950.0,-72.77935728439735
53-2012,69.28837483728216,0.7970090747347897,Commercial Pilots,47630,123220.0,-60030.0,-48.71774062652167
53-2021,51.478635767438476,1.2591963924725527,Air Traffic Controllers,22510,148080.0,-84890.0,-57.327120475418695
53-2022,61.868808895699914,0.9895570546838557,Airfield Operations Specialists,15190,56850.0,6340.0,11.152154793315743
53-2031,49.822934569516995,1.3021641244893725,Flight Attendants,131650,63580.0,-390.0,-0.6134004403900598
53-3011,55.81279307655605,1.146719026380959,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",12630,35450.0,27740.0,78.25105782792666
53-3031,40.848268315150214,1.5350691045921387,Driver/Sales Workers,409180,38770.0,24420.0,62.98684549909724
53-3032,51.07940942163018,1.2695568673349733,Heavy and Tractor-Trailer Truck Drivers,2062040,58640.0,4550.0,7.759208731241474
53-3033,49.28006367444478,1.316252373726902,Light Truck Drivers,983300,44860.0,18330.0,40.86045474810522
53-3051,45.82764764095315,1.4058473363468877,"Bus Drivers, School",402930,47920.0,15270.0,31.86560934891486
53-3052,39.43348455686072,1.571784696429752,"Bus Drivers, Transit and Intercity",159240,59050.0,4140.0,7.0110076206604575
53-3053,53.01684805009571,1.2192776600169812,Shuttle Drivers and Chauffeurs,248530,37290.0,25900.0,69.4556181281845
53-4011,59.59801678086225,1.0484872452150578,Locomotive Engineers,33470,81410.0,-18220.0,-22.380542930843877
53-4013,68.35180502395487,0.8213143544583346,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3920,60600.0,2590.0,4.273927392739274
53-4022,54.44631662133806,1.1821809770087706,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",12400,68840.0,-5650.0,-8.207437536316096
53-4031,57.24512951495697,1.109547918260485,Railroad Conductors and Yardmasters,46440,78000.0,-14810.0,-18.987179487179485
53-4041,49.406358774241,1.3129748415188602,Subway and Streetcar Operators,10200,86380.0,-23190.0,-26.8464922435749
53-5011,65.48630419328457,0.8956780572452766,Sailors and Marine Oilers,31670,51520.0,11670.0,22.65139751552795
53-5021,75.92348853692462,0.6248187135118417,"Captains, Mates, and Pilots of Water Vessels",36850,92460.0,-29270.0,-31.656932727666018
53-5022,63.26169739970492,0.9534096749244345,Motorboat Operators,2480,47520.0,15670.0,32.975589225589225
53-5031,82.37579801068294,0.457372374337795,Ship Engineers,8400,109530.0,-46340.0,-42.30804345841322
53-6011,46.1760319097571,1.3968062835774413,Bridge and Lock Tenders,3040,57700.0,5490.0,9.51473136915078
53-6021,32.821737967754636,1.7433686488726647,Parking Attendants,137880,35150.0,28040.0,79.7724039829303
53-6031,53.025603865280566,1.2190504345242874,Automotive and Watercraft Service Attendants,102010,35670.0,27520.0,77.15166806840482
53-6041,58.90967872070163,1.0663505682247216,Traffic Technicians,7860,59090.0,4100.0,6.938568285665934
53-6051,64.83413613527173,0.9126027187613779,Transportation Inspectors,24500,92100.0,-28910.0,-31.389793702497286
53-6061,31.176739433425983,1.7860586319927028,Passenger Attendants,27110,37720.0,25470.0,67.5238600212089
53-7011,56.72679103291094,1.1229995175095033,Conveyor Operators and Tenders,22930,42420.0,20770.0,48.962753418198965
53-7021,61.470721351860355,0.9998879760629095,Crane and Tower Operators,42890,68080.0,-4890.0,-7.182726204465335
53-7031,42.377332477194386,1.4953877784967564,Dredge Operators,1040,49640.0,13550.0,27.296535052377116
53-7041,53.004580809895586,1.2195960118368427,Hoist and Winch Operators,2600,56450.0,6740.0,11.939769707705935
53-7051,51.72357865062567,1.2528397864753917,Industrial Truck and Tractor Operators,774420,46420.0,16770.0,36.12666953899181
53-7061,34.38773727025365,1.7027288048882698,Cleaners of Vehicles and Equipment,380430,35830.0,27360.0,76.36059168294724
53-7062,43.8755342491806,1.4565073740332928,"Laborers and Freight, Stock, and Material Movers, Hand",2950280,40240.0,22950.0,57.03280318091451
53-7063,38.3696148774527,1.5993935834336446,Machine Feeders and Offbearers,42330,41220.0,21970.0,53.299369238233865
53-7064,30.841262910923106,1.7947647109246587,"Packers and Packagers, Hand",559820,36280.0,26910.0,74.17309812568908
53-7065,42.01129439057784,1.5048869722120437,Stockers and Order Fillers,2833810,37330.0,25860.0,69.2740423252076
53-7071,61.24904986226345,1.0056406572669372,Gas Compressor and Gas Pumping Station Operators,3510,77320.0,-14130.0,-18.274702534919815
53-7072,65.6388588330015,0.8917190537212654,"Pump Operators, Except Wellhead Pumpers",9780,61770.0,1420.0,2.2988505747126435
53-7073,54.61964289166617,1.1776829209922126,Wellhead Pumpers,17990,69960.0,-6770.0,-9.676958261863922
53-7081,23.13167906539284,1.9948390558921,Refuse and Recyclable Material Collectors,147240,49690.0,13500.0,27.168444355001007
53-7121,60.38073856934272,1.028174534145346,"Tank Car, Truck, and Ship Loaders",10700,58870.0,4320.0,7.33820281977238
